Index,Word List,N_Ltr,N_PG,NMorph,NSyll,POS,Occurrences,Freq_SUBTLEXUS,BigramF_Avg_C_Log,OLD20,BiphonP_Un,PLD20,Sem_N_D,Phonographic_N,PG_Prob_Mean,PG_Prob_Min,GP_Prob_Mean,GP_Prob_Min,GP_Freq_Mean,GP_Freq_Min,P_Freq_Mean,P_Freq_Min,G_Freq_Mean,G_Freq_Min,PG1,PG2,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,PG11,PG12,PG13,PG14,PG15,OR_Prob_Mean,OR_Prob_Min,OR_Freq_Mean,OR_Freq_Min,Onset1,Rime1,Onset2,Rime2,Onset3,Rime3,Onset4,Rime4,Onset5,Rime5,Onset6,Rime6
4485,larger,6,6,2,2,JJ|NN,1,2.622214023,1,1.85,1,2.3,0.67849594,1,0.775383333333333,0.4466,0.654333333333333,0.1878,2.78766666666667,2.248,2.9176,2.444,3.05258333333333,2.6675,l+l,ɑ+a,ɹ+r,dʒ+g,ɚ+e,ɹ+r,,,,,,,,,,0.808,0.4293,2.5046,2.248,l+l,ɑɹ+ar,dʒ+g,ɚɹ+er,,,,,,,,
1145,button,6,5,1,2,NN|VB,1,3.15896526,1,1.9,1,1.7,0.59013152,4,0.61812,0.1212,0.74402,0.3518,2.69326,2.29,3.02712,2.4914,2.87042,2.29,b+b,ʌ+u,t+tt,ə+o,n+n,,,,,,,,,,,0.818675,0.3584,2.5215,2.2718,b+b,ʌ+u,t+tt,ən+on,,,,,,,,
2514,duck,4,3,1,1,NN|VB,1,3.101747074,1,1.35,1,1,0.59898198,12,0.6818,0.2372,0.8295,0.4885,2.563,2.1004,2.80116666666667,2.7226,2.66656666666667,2.1004,d+d,ʌ+u,k+ck,,,,,,,,,,,,,1,1,2.0619,1.301,d+d,ʌk+uck,,,,,,,,,,
4417,knee,4,2,1,1,NN|VB,1,2.875061263,1,1.8,1,1,0.57636207,1,0.0762,0.0373,1,1,1.57085,1.5185,2.7435,2.4456,1.57085,1.5185,n+kn,i+ee,,,,,,,,,,,,,,1,1,1.57085,1.5185,n+kn,i+ee,,,,,,,,,,
7689,squint,6,6,1,1,VB,1,1.716003344,1,1.85,1,1.95,0.22742066,0,0.68745,0.0547,0.811883333333333,0.1398,2.6907,1.4472,2.97988333333333,2.4099,2.8537,1.4472,s+s,k+q,w+u,ɪ+i,n+n,t+t,,,,,,,,,,0.96875,0.9375,1.301,1.2041,skw+squ,ɪnt+int,,,,,,,,,,
1307,ceiling,7,5,1,2,NN,1,2.630427875,1,1.85,1,1.05,0.57965738,0,0.50418,0.009,0.68404,0.0679,2.3602,0.9542,3.0806,2.8663,2.66006,1.2041,s+c,i+ei,l+l,ɪ+i,ŋ+ng,,,,,,,,,,,0.64725,0.089,2.14945,1,s+c,i+ei,l+l,ɪŋ+ing,,,,,,,,
6533,resolve,7,6,2,2,VB|NN,1,2.394451681,1,2.05,1,2.2,0.59627861,1,0.6767,0.0226,0.583633333333333,0.0621,2.3971,1.301,2.76443333333333,2.2041,2.81371666666667,2.1931,ɹ+r,i+e,z+s,ɑ+o_e,l+l,v+v,,,,,,,,,,0.6596,0.2192,2.120225,0.6021,ɹ+r,i+e,z+s,ɑlv+o_elv,,,,,,,,
2217,deny,4,4,1,2,VB,1,3.038222638,1,1.75,1,1.85,0.5798043,1,0.662475,0.1794,0.5522,0.0475,2.4694,1.6532,2.7259,1.8808,2.993725,2.8802,d+d,ə+e,n+n,aɪ+y,,,,,,,,,,,,0.549525,0.0475,2.4586,1.6532,d+d,ə+e,n+n,aɪ+y,,,,,,,,
8107,tag,3,3,1,1,NN|VB,1,2.850646235,1,1,1,1,0.60076612,18,0.924733333333333,0.8384,0.622133333333333,0.4029,2.55826666666667,1.9243,2.593,2,2.80006666666667,2.316,t+t,æ+a,g+g,,,,,,,,,,,,,1,1,1.9763,1.3222,t+t,æg+ag,,,,,,,,,,
5891,pitcher,7,5,2,2,NN,1,2.220108088,1,1.85,1,1.7,0.57346141,2,0.68914,0.1667,0.77838,0.3768,2.73054,1.5315,2.96156,2.2989,2.87284,1.5315,p+p,ɪ+i,tʃ+tch,ɚ+e,ɹ+r,,,,,,,,,,,0.877075,0.5186,2.543175,1.5315,p+p,ɪ+i,tʃ+tch,ɚɹ+er,,,,,,,,
7112,shill,5,3,NaN,1,JJ|NN,1,1.176091259,1,1.5,1,1,0.16768014,4,0.566533333333333,0.1263,0.939666666666667,0.819,2.5143,2.0755,2.88346666666667,2.3139,2.54316666666667,2.0755,ʃ+sh,ɪ+i,l+ll,,,,,,,,,,,,,1,1,1.8531,1.4914,ʃ+sh,ɪl+ill,,,,,,,,,,
1528,clarinet,8,8,1,3,NN,1,1.908485019,1,2.95,1,3.65,0.5727458,0,0.6894375,0.1734,0.6835875,0.084,2.808975,2.1303,3.03445,2.8432,3.1086625,2.7332,k+c,l+l,ɛ+a,ɹ+r,ə+i,n+n,ɛ+e,t+t,,,,,,,,0.584633333333333,0.0741,2.32345,1.4472,kl+cl,ɛ+a,ɹ+r,ə+i,n+n,ɛt+et,,,,,,
4183,interior,8,8,2,3,JJ|NN,1,2.428134794,1,2.4,1,2.6,0.65251732,2,0.61045,0.0652,0.655875,0.1184,2.55585,1,2.8840625,2.143,2.864725,1.8865,ɪ+i,n+n,t+t,ɪ+e,ɹ+r,i+i,ɚ+o,ɹ+r,,,,,,,,0.673883333333333,0.133,2.54815,2.0128,,ɪn+in,t+t,ɪ+e,ɹ+r,i+i,,ɚɹ+or,,,,
984,breed,5,4,1,1,NN|VB,1,2.51054501,1,1.55,1,1,0.59570301,6,0.7705,0.2754,0.95865,0.8418,2.882525,2.1761,3.0452,2.734,2.901875,2.2504,b+b,ɹ+r,i+ee,d+d,,,,,,,,,,,,1,1,1.7641,1.3979,bɹ+br,id+eed,,,,,,,,,,
8262,theme,5,3,1,1,NN,1,2.851869601,1,1.7,1,1.45,0.66182345,0,0.658366666666667,0.0518,0.6422,0.125,1.9893,1.4624,2.4247,2.0086,2.31763333333333,2.1038,θ+th,i+e_e,m+m,,,,,,,,,,,,,0.86415,0.7283,1.26575,0.699,θ+th,im+e_em,,,,,,,,,,
5506,operate,7,6,2,3,VB,1,2.834420704,1,1.9,1,2.75,0.64851153,0,0.583483333333333,0.1794,0.6688,0.1648,2.54418333333333,1.7404,2.83155,2.1492,2.80691666666667,2.2945,ɑ+o,p+p,ə+e,ɹ+r,eɪ+a_e,t+t,,,,,,,,,,0.63798,0.1542,2.47722,2.0128,,ɑ+o,p+p,ə+e,ɹ+r,eɪt+a_et,,,,,,
6703,rubbish,7,5,1,2,NN|VB,1,2.456366033,1,2.85,1,1.9,0.41650626,0,0.67476,0.0792,0.83746,0.3683,2.4327,1.6628,2.72072,2.0755,2.53654,1.6628,ɹ+r,ʌ+u,b+bb,ɪ+i,ʃ+sh,,,,,,,,,,,0.8396,0.3584,2.14355,1.6435,ɹ+r,ʌ+u,b+bb,ɪʃ+ish,,,,,,,,
1079,bulldozer,9,8,3,3,NN,1,1.826074803,1,3.7,1,3.9,0.35922858,1,0.612425,0.1061,0.6834125,0.0374,2.40995,1.4624,2.7408,2.1399,2.723775,1.4624,b+b,ʊ+u,l+ll,d+d,oʊ+o,z+z,ɚ+e,ɹ+r,,,,,,,,0.819133333333333,0.2722,2.27231666666667,0.8451,b+b,ʊl+ull,d+d,oʊ+o,z+z,ɚɹ+er,,,,,,
4244,jam,3,3,1,1,NN|VB,1,2.839478047,1,1.2,1,1.4,0.59928411,13,0.876933333333333,0.7635,0.817566666666667,0.4635,2.57736666666667,2.2672,2.6361,2.3838,2.69013333333333,2.2718,dʒ+j,æ+a,m+m,,,,,,,,,,,,,0.90635,0.8235,1.8648,1.4624,dʒ+j,æm+am,,,,,,,,,,
8771,valet,5,4,1,2,NN,1,2.421603927,1,1.95,1,1.8,0.43334672,0,0.715575,0.1053,0.8395,0.358,2.265275,1.1139,2.53205,2.0607,2.376675,1.1139,v+v,æ+a,l+l,eɪ+et,,,,,,,,,,,,0.608025,0.1143,2.28425,1.1139,v+v,æ+a,l+l,eɪ+et,,,,,,,,
6015,pooch,5,3,1,1,NN,1,1.826074803,1,1.7,1,1.7,0.22731191,5,0.706633333333333,0.4349,0.802066666666667,0.5931,2.35283333333333,1.9445,2.527,2.1072,2.45766666666667,2.0334,p+p,u+oo,tʃ+ch,,,,,,,,,,,,,0.875,0.75,1.70005,0.6021,p+p,utʃ+ooch,,,,,,,,,,
2195,delirious,9,8,2,3,JJ,1,2.133538908,1,2.75,1,2.8,0.3853364,0,0.55725,0.0899,0.6311,0.1374,2.6047625,1.5051,2.9498125,2.5391,2.890625,1.6128,d+d,ɪ+e,l+l,ɪ+i,ɹ+r,i+i,ə+ou,s+s,,,,,,,,0.698042857142857,0.133,2.62571428571429,1.8388,d+d,ɪ+e,l+l,ɪ+i,ɹ+r,i+i,,əs+ous,,,,
4617,light,5,3,1,1,NN|VB,1,3.925621455,1,1.35,1,1,0.68360126,8,0.659866666666667,0.1136,1,1,2.53323333333333,1.7993,2.86693333333333,2.6675,2.53323333333333,1.7993,l+l,aɪ+igh,t+t,,,,,,,,,,,,,1,1,2.11785,1.5682,l+l,aɪt+ight,,,,,,,,,,
9104,wig,3,3,1,1,NN,1,2.630427875,1,1.3,1,1.1,0.47715351,14,0.792666666666667,0.7099,0.740633333333333,0.4029,2.56053333333333,1.9243,2.6623,2,2.71996666666667,2.316,w+w,ɪ+i,g+g,,,,,,,,,,,,,1,1,1.88535,1.2304,w+w,ɪg+ig,,,,,,,,,,
4166,instead,7,6,1,2,RB|NN,1,3.606811147,1,2.8,1,2.35,0.69692278,0,0.683666666666667,0.0604,0.799066666666667,0.23,2.70168333333333,1.8451,2.98865,2.6415,2.8419,2.4786,ɪ+i,n+n,s+s,t+t,ɛ+ea,d+d,,,,,,,,,,0.847,0.76,2.0463,1.301,,ɪn+in,st+st,ɛd+ead,,,,,,,,
1397,cheek,5,3,1,1,NN,1,2.563481085,1,1.7,1,1.1,0.51802742,2,0.577733333333333,0.2754,0.878566666666667,0.7939,2.2769,2.1761,2.5738,2.2648,2.3349,2.2504,tʃ+ch,i+ee,k+k,,,,,,,,,,,,,0.9249,0.8498,1.687,1.1139,tʃ+ch,ik+eek,,,,,,,,,,
7149,shortage,8,6,2,2,NN,1,2.130333768,1,2.7,1,2.65,0.56090409,0,0.678283333333333,0.0164,0.624716666666667,0.0665,2.44036666666667,1.5911,2.82018333333333,2.143,2.80211666666667,2.2504,ʃ+sh,ɔ+o,ɹ+r,t+t,ɪ+a_e,dʒ+g,,,,,,,,,,0.775725,0.5143,2.270275,1.5682,ʃ+sh,ɔɹ+or,t+t,ɪdʒ+a_eg,,,,,,,,
6632,robbery,7,6,2,3,NN,1,3.070407322,1,2.45,1,2.15,0.56506073,1,0.6972,0.0792,0.771933333333333,0.3023,2.7009,1.6628,2.95948333333333,2.659,2.86148333333333,1.6628,ɹ+r,ɑ+o,b+bb,ɚ+e,ɹ+r,i+y,,,,,,,,,,0.84794,0.2966,2.5396,1.6435,ɹ+r,ɑ+o,b+bb,ɚɹ+er,,i+y,,,,,,
6567,rich,4,3,1,1,JJ|NN,1,3.612889769,1,1.85,1,1.25,0.66957778,2,0.779666666666667,0.685,0.877366666666667,0.8131,2.68416666666667,1.9445,2.79626666666667,2.1072,2.74266666666667,2.0334,ɹ+r,ɪ+i,tʃ+ch,,,,,,,,,,,,,1,1,1.795,0.699,ɹ+r,ɪtʃ+ich,,,,,,,,,,
8136,tangerine,9,8,1,3,NN,1,1.591064607,1,3.05,1,4.65,0.38908094,0,0.7868375,0.1667,0.6744,0.2778,2.6297875,0.7782,2.777,1.4914,2.8468625,1.2788,t+t,æ+a,n+n,dʒ+g,ɚ+e,ɹ+r,i+i_e,n+n,,,,,,,,0.67854,0.2703,2.21178,1.3222,t+t,æn+an,dʒ+g,ɚɹ+er,,in+i_en,,,,,,
3114,fog,3,3,1,1,NN|VB,1,2.683947131,1,1.4,1,1.6,0.56996506,10,0.753566666666667,0.4727,0.544,0.2291,2.44426666666667,1.9243,2.58523333333333,2,2.78783333333333,2.316,f+f,ɑ+o,g+g,,,,,,,,,,,,,0.78945,0.5789,1.8628,1.0792,f+f,ɑg+og,,,,,,,,,,
8413,told,4,4,1,1,VB,1,4.552424846,1,1.45,1,1.1,0.67023277,8,0.7613,0.2747,0.763025,0.0593,2.71235,2.017,2.879075,2.5752,3.018875,2.7825,t+t,oʊ+o,l+l,d+d,,,,,,,,,,,,0.9375,0.875,1.90325,1.1761,t+t,oʊld+old,,,,,,,,,,
5753,pelt,4,4,1,1,VB|NN,1,1.69019608,1,1.5,1,1.4,0.37357783,8,0.900975,0.7706,0.8189,0.2756,3.02845,2.945,3.075925,2.9741,3.168275,2.9741,p+p,ɛ+e,l+l,t+t,,,,,,,,,,,,1,1,1.9386,1.0792,p+p,ɛlt+elt,,,,,,,,,,
4639,limp,4,4,1,1,JJ|NN|VB,1,2.274157849,1,1.45,1,1.4,0.42522773,4,0.9085,0.7099,0.95475,0.819,2.660625,2.3032,2.70625,2.3324,2.682275,2.3032,l+l,ɪ+i,m+m,p+p,,,,,,,,,,,,1,1,1.7563,0.8451,l+l,ɪmp+imp,,,,,,,,,,
8264,thence,6,4,1,1,RB,1,1.176091259,1,2.15,1,1.65,0.55350685,0,0.558775,0.0657,0.51135,0.1667,2.137475,1.3424,2.6191,1.3424,2.5055,2.1038,ð+th,ɛ+e_e,n+n,s+c,,,,,,,,,,,,0.2024,0.1765,1.1712,1,ð+th,ɛns+e_enc,,,,,,,,,,
7772,steed,5,4,1,1,NN,1,2.117271296,1,1.65,1,1.15,0.36906266,5,0.752875,0.2754,0.9578,0.8418,2.821525,2.1761,2.992075,2.734,2.84125,2.2504,s+s,t+t,i+ee,d+d,,,,,,,,,,,,1,1,1.85165,1.3979,st+st,id+eed,,,,,,,,,,
1415,chess,5,3,1,1,NN,1,2.580924976,1,1.9,1,1.6,0.6047225,0,0.6454,0.1765,0.689833333333333,0.2756,2.5049,2.2601,2.79463333333333,2.2648,2.72456666666667,2.3096,tʃ+ch,ɛ+e,s+ss,,,,,,,,,,,,,0.51725,0.1847,1.8686,1.4771,tʃ+ch,ɛs+ess,,,,,,,,,,
6709,rue,3,2,1,1,NN|VB,1,1.959041392,1,1.2,1,1,0.54853708,7,0.5603,0.1765,0.8,0.6,2.04755,1.2041,2.4252,1.9345,2.153,1.415,ɹ+r,u+ue,,,,,,,,,,,,,,0.8,0.6,2.04755,1.2041,ɹ+r,u+ue,,,,,,,,,,
1808,cornmeal,8,7,2,2,NN,1,1.113943352,1,2.8,1,3.5,0.37705827,0,0.767385714285714,0.2884,0.793757142857143,0.1894,2.83781428571429,2.1959,2.98475714285714,2.734,2.99114285714286,2.4786,k+c,ɔ+o,ɹ+r,n+n,m+m,i+ea,l+l,,,,,,,,,0.97745,0.9098,1.9109,0.7782,k+c,ɔɹn+orn,m+m,il+eal,,,,,,,,
1707,complain,8,7,1,2,VB|NN,1,2.80685803,1,2.6,1,2.45,0.50742966,0,0.723228571428571,0.2386,0.859742857142857,0.3518,2.75625714285714,2.2095,2.96011428571429,2.4594,2.8444,2.3424,k+c,ə+o,m+m,p+p,l+l,eɪ+ai,n+n,,,,,,,,,0.78295,0.4839,1.9404,1.4914,k+c,əm+om,pl+pl,eɪn+ain,,,,,,,,
623,beaten,6,5,2,2,VB|JJ,1,2.786751422,1,1.9,1,1.75,0.60461527,0,0.6596,0.1489,0.7673,0.2358,2.83466,2.1271,3.1191,2.9513,3.00118,2.3054,b+b,i+ea,t+t,ə+e,n+n,,,,,,,,,,,0.856125,0.6804,2.542025,2.0294,b+b,i+ea,t+t,ən+en,,,,,,,,
9209,wrap,4,3,1,1,VB|NN,1,2.958563883,1,1.8,1,1,0.52890801,0,0.6599,0.0462,0.821166666666667,0.4635,2.33796666666667,1.5911,2.78943333333333,2.4594,2.4492,1.5911,ɹ+wr,æ+a,p+p,,,,,,,,,,,,,0.98215,0.9643,1.51915,1.4472,ɹ+wr,æp+ap,,,,,,,,,,
3098,fluffy,6,5,2,2,JJ,1,2.269512944,1,2.6,1,1.95,0.38409409,1,0.73586,0.2091,0.86416,0.3683,2.63478,1.9912,2.8213,2.4914,2.72552,1.9912,f+f,l+l,ʌ+u,f+ff,i+y,,,,,,,,,,,0.827725,0.3584,2.334125,1.9731,fl+fl,ʌ+u,f+ff,i+y,,,,,,,,
2924,fell,4,3,1,1,VB|NN,1,3.571009672,1,1.3,1,1,0.66644144,13,0.6155,0.1263,0.758533333333333,0.2756,2.60933333333333,2.0755,2.9529,2.8299,2.79576666666667,2.0755,f+f,ɛ+e,l+ll,,,,,,,,,,,,,0.9375,0.875,1.9944,1.3424,f+f,ɛl+ell,,,,,,,,,,
3469,gong,4,3,1,1,NN,1,2.096910013,1,1.6,1,1.35,0.56008381,6,0.816966666666667,0.5117,0.688133333333333,0.1894,2.6617,2.5185,2.76753333333333,2.6274,2.92146666666667,2.6599,g+g,ɔ+o,ŋ+ng,,,,,,,,,,,,,0.7868,0.7841,1.7611,1.2041,g+g,ɔŋ+ong,,,,,,,,,,
1621,cob,3,3,1,1,NN,1,1.556302501,1,1.1,1,1.15,0.32316065,21,0.759466666666667,0.4727,0.7201,0.2291,2.5152,1.9494,2.6537,1.9638,2.7385,1.9494,k+c,ɑ+o,b+b,,,,,,,,,,,,,0.9299,0.9098,2.08425,1.301,k+c,ɑb+ob,,,,,,,,,,
4012,hull,4,3,1,1,NN|VB,1,2.334453751,1,1.25,1,1,0.62082756,10,0.639133333333333,0.1263,0.8295,0.4885,2.4994,2.0755,2.8311,2.7218,2.60296666666667,2.0755,h+h,ʌ+u,l+ll,,,,,,,,,,,,,0.86365,0.7273,1.83385,0.9542,h+h,ʌl+ull,,,,,,,,,,
1845,coup,4,2,1,1,NN,1,2.127104798,1,1.6,1,1,0.59524578,0,0.42525,0.0118,0.9656,0.9312,1.6481,0.301,2.503,1.9345,1.66355,0.301,k+c,u+oup,,,,,,,,,,,,,,0.5799,0.25,1.58425,0.301,k+c,u+oup,,,,,,,,,,
1722,condemn,7,6,1,2,VB,1,2.086359831,1,2.75,1,2.5,0.496728,1,0.632733333333333,0.0177,0.740283333333333,0.2756,2.58553333333333,0.8451,3.00695,2.5315,2.7682,0.8451,k+c,ə+o,n+n,d+d,ɛ+e,m+mn,,,,,,,,,,0.843775,0.5,2.001475,0.301,k+c,ən+on,d+d,ɛm+emn,,,,,,,,
6755,saddle,6,5,1,2,NN|VB,1,2.602059991,1,1.7,1,1.35,0.55656421,1,0.59652,0.0654,0.86076,0.358,2.61092,1.7404,3.05094,2.7589,2.70486,1.7404,s+s,æ+a,d+dd,ə+_e,l+l,,,,,,,,,,,0.827575,0.3178,2.438325,1.7243,s+s,æ+a,d+dd,əl+_el,,,,,,,,
5110,moist,5,4,1,1,JJ,1,1.968482949,1,1.8,1,1.8,0.56409782,2,0.857,0.7097,0.972675,0.8907,2.50975,1.6532,2.579175,1.7993,2.5223,1.6532,m+m,ɔɪ+oi,s+s,t+t,,,,,,,,,,,,1,1,1.7055,0.6021,m+m,ɔɪst+oist,,,,,,,,,,
2293,dill,4,3,1,1,NN,1,1.959041392,1,1.2,1,1,0.37492803,14,0.612066666666667,0.1263,0.939666666666667,0.819,2.72423333333333,2.0755,3.07223333333333,2.8802,2.7531,2.0755,d+d,ɪ+i,l+ll,,,,,,,,,,,,,1,1,2.1571,1.4914,d+d,ɪl+ill,,,,,,,,,,
5483,older,5,5,2,2,JJ,1,3.329601248,1,1.6,1,1.65,0.66994202,3,0.82752,0.6024,0.70762,0.1939,2.60256,1.5911,2.6913,1.7324,2.83086,2.2945,oʊ+o,l+l,d+d,ɚ+e,ɹ+r,,,,,,,,,,,0.842133333333333,0.5714,2.26743333333333,1.1139,,oʊl+ol,d+d,ɚɹ+er,,,,,,,,
